P01_01_8,P01_01,695,728,3,12,2345
P01_01_80,P01_01,11715,11738,0,20,107
P01_01_81,P01_01,11728,11763,0,4,201
P01_01_82,P01_01,11777,11962,7,16,3482
P01_01_83,P01_01,11862,12210,7,16,3482
P01_01_84,P01_01,12251,12665,7,16,3482
P01_01_85,P01_01,12740,12792,1,4,1307
P01_01_86,P01_01,12808,12880,0,44,206
P01_01_87,P01_01,12892,13014,6,0,3328
P01_01_88,P01_01,12897,13133,9,27,3756
P01_01_89,P01_01,13110,13294,9,27,3756
P01_01_9,P01_01,734,838,0,41,203
P01_01_90,P01_01,13245,13267,8,0,3641
P01_01_91,P01_01,13353,13413,6,44,3355
P01_01_92,P01_01,13502,13524,0,20,107
P01_01_93,P01_01,13516,13749,10,94,353
P01_01_94,P01_01,13667,13942,10,94,353
P01_01_95,P01_01,14025,14056,0,10,2
P01_01_96,P01_01,14074,14109,0,10,2
P01_01_97,P01_01,14143,14181,3,3,2413
P01_01_98,P01_01,14225,14316,5,10,2984
P01_01_99,P01_01,14302,14379,4,3,2778
P01_02_0,P01_02,152,205,0,2,106
P01_02_1,P01_02,258,278,3,36,2419
P01_02_10,P01_02,906,973,9,22,3745
P01_02_100,P01_02,9999,10021,0,17,77
P01_02_101,P01_02,10024,10282,18,9,1080
P01_02_102,P01_02,10285,10413,2,17,1855
P01_02_103,P01_02,10416,10476,18,17,1051
P01_02_104,P01_02,10464,10569,2,63,1939
P01_02_105,P01_02,10471,10770,2,63,1939
P01_02_106,P01_02,10572,10647,18,17,1051
P01_02_107,P01_02,10791,10965,2,42,1918
P01_02_108,P01_02,10946,11024,2,42,1918
P01_02_109,P01_02,11027,11301,2,42,1918
P01_02_11,P01_02,974,1066,18,9,1080
P01_02_110,P01_02,11331,11369,3,36,2419
P01_02_111,P01_02,11369,11392,13,34,729
P01_02_112,P01_02,11394,11458,4,36,2781
P01_02_113,P01_02,11500,11612,2,46,1921
P01_02_114,P01_02,11612,11800,2,46,1921
P01_02_115,P01_02,11803,12223,2,46,1921
P01_02_116,P01_02,12128,12225,2,46,1921
P01_02_117,P01_02,12228,12392,2,42,1918
P01_02_118,P01_02,12394,12473,2,42,1918
P01_02_119,P01_02,12404,12537,2,63,1939
P01_02_12,P01_02,1039,1071,0,14,44
P01_02_120,P01_02,12529,12585,6,0,3328
P01_02_121,P01_02,12579,12732,2,17,1855
P01_02_122,P01_02,12734,12774,8,0,3641
P01_02_123,P01_02,12777,12828,18,17,1051
P01_02_124,P01_02,12831,12921,2,63,1939
P01_02_125,P01_02,12914,13222,2,63,1939
P01_02_126,P01_02,13233,13348,18,17,1051
P01_02_127,P01_02,13343,13378,1,17,1188
P01_02_128,P01_02,13378,13419,0,17,77
P01_02_129,P01_02,13407,13527,14,11,775
P01_02_13,P01_02,1064,1237,2,14,1837
P01_02_130,P01_02,13535,13602,1,17,1188
P01_02_131,P01_02,13613,13658,11,182,412
P01_02_132,P01_02,13661,13863,0,84,249
P01_02_133,P01_02,13914,13974,3,8,2459
P01_02_134,P01_02,13974,14019,1,84,1355
P01_02_135,P01_02,14043,14082,0,6,223
P01_02_136,P01_02,14053,14129,4,6,2798
P01_02_137,P01_02,14193,14265,0,21,118
P01_02_138,P01_02,14277,14300,3,12,2345
P01_02_139,P01_02,14310,14433,5,21,3085
P01_02_14,P01_02,1252,1278,0,4,201
P01_02_140,P01_02,14463,14504,4,12,2729
P01_02_141,P01_02,14620,14659,0,15,55
P01_02_142,P01_02,14670,14793,9,27,3756
P01_02_143,P01_02,14796,14826,1,15,1167
P01_02_144,P01_02,14814,14977,60,27,3209
P01_02_145,P01_02,14839,14914,4,15,2745
P01_02_15,P01_02,1280,1483,2,4,1915
P01_02_16,P01_02,1485,1500,1,4,1307
P01_02_17,P01_02,1509,1534,0,2,106
P01_02_18,P01_02,1526,1815,2,2,1868
P01_02_19,P01_02,1813,1902,2,2,1868
P01_02_2,P01_02,303,543,13,34,729
P01_02_20,P01_02,1894,1923,1,2,1216
P01_02_21,P01_02,1926,1945,0,20,107
P01_02_22,P01_02,1998,2028,6,0,3328
P01_02_23,P01_02,2021,2081,2,20,1869
P01_02_24,P01_02,2079,2319,2,20,1869
P01_02_25,P01_02,2285,2436,2,20,1869
P01_02_26,P01_02,2403,2460,1,20,1217
P01_02_27,P01_02,2463,2487,0,39,200
P01_02_28,P01_02,2487,2650,2,39,1914
P01_02_29,P01_02,2642,2691,1,39,1306
P01_02_3,P01_02,551,573,4,36,2781
P01_02_30,P01_02,2693,2741,0,5,212
P01_02_31,P01_02,2744,2871,2,5,1924
P01_02_32,P01_02,2871,3036,2,5,1924
P01_02_33,P01_02,3039,3252,2,5,1924
P01_02_34,P01_02,3275,3338,0,39,200
P01_02_35,P01_02,3275,3327,1,5,1318
P01_02_36,P01_02,3322,3367,1,39,1306
P01_02_37,P01_02,3400,3479,20,5,1401
P01_02_38,P01_02,3500,3718,2,5,1924
P01_02_39,P01_02,3753,3941,2,5,1924
P01_02_4,P01_02,630,676,1,2,1216
P01_02_40,P01_02,3944,4089,2,5,1924
P01_02_41,P01_02,4089,4137,1,5,1318
P01_02_42,P01_02,4155,4215,0,18,87
P01_02_43,P01_02,4226,4398,2,18,1862
P01_02_44,P01_02,4431,4566,2,18,1862
P01_02_45,P01_02,4569,4607,1,18,1198
P01_02_46,P01_02,4612,4643,0,96,260
P01_02_47,P01_02,4641,4711,2,96,1966
P01_02_48,P01_02,4670,4908,2,96,1966
P01_02_49,P01_02,4901,4918,1,9,1361
P01_02_5,P01_02,720,757,0,9,255
P01_02_50,P01_02,4945,5002,1,96,1366
P01_02_51,P01_02,5049,5080,0,1,1
P01_02_52,P01_02,5124,5143,0,9,255
P01_02_53,P01_02,5146,5206,2,1,1815
P01_02_54,P01_02,5189,5211,1,9,1361
P01_02_55,P01_02,5212,5264,6,0,3328
P01_02_56,P01_02,5260,5293,2,11,1821
P01_02_57,P01_02,5296,5391,2,1,1815
P01_02_58,P01_02,5444,5661,2,96,1966
P01_02_59,P01_02,5664,5972,2,96,1966
P01_02_6,P01_02,735,776,18,9,1080
P01_02_60,P01_02,5987,6015,1,96,1366
P01_02_61,P01_02,6012,6067,0,39,200
P01_02_62,P01_02,6072,6319,2,39,1914
P01_02_63,P01_02,6244,6507,2,39,1914
P01_02_64,P01_02,6524,6552,1,39,1306
P01_02_65,P01_02,6550,6588,0,20,107
P01_02_67,P01_02,6799,6843,1,20,1217
P01_02_68,P01_02,6911,6935,0,5,212
P01_02_69,P01_02,6938,7168,2,5,1924
P01_02_7,P01_02,787,819,6,0,3328
P01_02_70,P01_02,7171,7386,2,5,1924
P01_02_71,P01_02,7369,7468,1,5,1318
P01_02_72,P01_02,7477,7602,20,5,1401
P01_02_73,P01_02,7572,7617,20,5,1401
P01_02_74,P01_02,7613,7843,2,5,1924
P01_02_75,P01_02,7620,7889,2,5,1924
P01_02_76,P01_02,7702,7748,17,42,1015
P01_02_77,P01_02,7738,7926,2,5,1924
P01_02_78,P01_02,7875,8127,2,5,1924
P01_02_79,P01_02,8117,8355,2,5,1924
P01_02_8,P01_02,802,877,2,9,1962
P01_02_80,P01_02,8367,8576,2,5,1924
P01_02_81,P01_02,8376,8660,2,5,1924
P01_02_82,P01_02,8663,8729,1,5,1318
P01_02_83,P01_02,8702,8743,0,4,201
P01_02_84,P01_02,8739,8862,2,4,1915
P01_02_85,P01_02,8864,8886,0,14,44
P01_02_86,P01_02,8864,8909,1,4,1307
P01_02_87,P01_02,8889,8988,2,14,1837
P01_02_88,P01_02,8990,9013,1,14,1156
P01_02_89,P01_02,9015,9038,0,2,106
P01_02_9,P01_02,861,905,0,22,128
P01_02_90,P01_02,9044,9164,2,2,1868
P01_02_91,P01_02,9167,9247,2,2,1868
P01_02_92,P01_02,9273,9335,1,2,1216
P01_02_93,P01_02,9278,9300,0,18,87
P01_02_94,P01_02,9301,9574,2,18,1862
P01_02_95,P01_02,9585,9727,2,18,1862
P01_02_96,P01_02,9727,9810,1,18,1198
P01_02_97,P01_02,9752,9816,0,9,255
P01_02_98,P01_02,9801,9831,18,9,1080
P01_02_99,P01_02,9834,10012,18,9,1080
P01_03_0,P01_03,8,63,3,3,2413
P01_03_1,P01_03,97,176,4,3,2778
P01_03_10,P01_03,743,777,1,21,1226
P01_03_11,P01_03,747,776,1,64,1334
P01_03_12,P01_03,820,869,0,17,77
P01_03_13,P01_03,914,1001,11,15,390
P01_03_14,P01_03,989,1033,11,10,359
P01_03_15,P01_03,1072,1171,39,17,2320
P01_03_16,P01_03,1142,1272,31,17,1999
P01_03_17,P01_03,1370,1431,3,3,2413
P01_03_18,P01_03,1440,1477,0,13,33
P01_03_19,P01_03,1522,1548,1,13,1145
P01_03_2,P01_03,146,181,6,114,3331
P01_03_20,P01_03,1551,1588,0,64,228
P01_03_21,P01_03,1591,1671,15,64,894
P01_03_22,P01_03,1670,1728,3,64,2445
P01_03_23,P01_03,1736,1943,9,64,3788
P01_03_24,P01_03,1946,1994,4,64,2802
P01_03_25,P01_03,2087,2135,3,12,2345
P01_03_26,P01_03,2138,2163,1,64,1334
P01_03_27,P01_03,2164,2203,4,12,2729
P01_03_28,P01_03,2289,2311,3,8,2459
P01_03_29,P01_03,2350,2380,0,1,1
P01_03_3,P01_03,197,252,17,114,978
P01_03_30,P01_03,2383,2413,4,8,2811
P01_03_31,P01_03,2455,2478,1,1,1112
P01_03_32,P01_03,2500,2526,3,3,2413
P01_03_33,P01_03,2557,2621,0,99,263
P01_03_34,P01_03,2632,2683,4,3,2778
P01_03_35,P01_03,2770,2850,1,99,1369
P01_03_36,P01_03,2850,2918,3,19,2379
P01_03_37,P01_03,2928,2961,12,19,577
P01_03_38,P01_03,3003,3073,39,19,2321
P01_03_39,P01_03,3115,3265,9,99,3805
P01_03_4,P01_03,348,393,3,12,2345
P01_03_40,P01_03,3229,3381,9,99,3805
P01_03_41,P01_03,3400,3439,1,19,1208
P01_03_5,P01_03,407,436,0,64,228
P01_03_6,P01_03,445,470,0,21,118
P01_03_7,P01_03,506,539,1,21,1226
P01_03_8,P01_03,556,577,0,21,118
P01_03_9,P01_03,590,675,4,12,2729
P01_04_0,P01_04,3,91,0,13,33
P01_04_1,P01_04,86,153,1,13,1145
P01_04_10,P01_04,922,1051,28,17,1768
P01_04_11,P01_04,1119,1164,31,17,1999
P01_04_12,P01_04,1240,1263,0,22,128
P01_04_13,P01_04,1265,1334,9,22,3745
P01_04_14,P01_04,1358,1404,6,0,3328
P01_04_15,P01_04,1407,1572,2,13,1832
P01_04_16,P01_04,1575,1684,2,1,1815
P01_04_17,P01_04,1719,1880,2,13,1832
P01_04_18,P01_04,1869,1889,23,0,1513
P01_04_19,P01_04,1905,2016,31,13,1995
P01_04_2,P01_04,184,203,0,19,98
P01_04_20,P01_04,2059,2139,2,63,1939
P01_04_21,P01_04,2078,2153,2,11,1821
P01_04_22,P01_04,2142,2162,8,0,3641
P01_04_23,P01_04,2230,2383,14,11,775
P01_04_24,P01_04,2393,2461,0,15,55
P01_04_25,P01_04,2464,2554,3,15,2362
P01_04_26,P01_04,2561,2583,0,10,2
P01_04_27,P01_04,2590,2718,9,27,3756
P01_04_28,P01_04,2732,2958,60,27,3209
P01_04_29,P01_04,2937,3010,1,15,1167
P01_04_3,P01_04,217,307,28,19,1770
P01_04_30,P01_04,2968,3018,1,10,1113
P01_04_31,P01_04,3014,3059,0,21,118
P01_04_4,P01_04,310,423,5,19,3068
P01_04_5,P01_04,426,516,4,23,2770
P01_04_6,P01_04,567,604,3,3,2413
P01_04_7,P01_04,590,681,1,23,1247
P01_04_8,P01_04,683,728,4,3,2778
P01_04_9,P01_04,772,920,0,17,77
P01_05_0,P01_05,124,177,3,12,2345
P01_05_1,P01_05,195,242,0,56,219
P01_05_10,P01_05,922,1005,5,13,3013
P01_05_100,P01_05,10044,10131,6,24,3346
P01_05_101,P01_05,10134,10212,3,3,2413
P01_05_102,P01_05,10230,10304,0,5,212
P01_05_103,P01_05,10315,10395,4,3,2778
P01_05_104,P01_05,10424,10489,1,5,1318
P01_05_105,P01_05,11234,11340,0,44,206
P01_05_106,P01_05,11398,11449,9,27,3756
P01_05_107,P01_05,11527,11721,9,27,3756
P01_05_108,P01_05,11709,11826,1,44,1312
P01_05_109,P01_05,11900,12222,0,38,199
P01_05_11,P01_05,1043,1107,0,2,106
P01_05_110,P01_05,11961,11988,3,8,2459
P01_05_111,P01_05,11990,12020,0,1,1
P01_05_112,P01_05,12023,12068,4,8,2811
P01_05_113,P01_05,12081,12122,3,38,2421
P01_05_114,P01_05,12148,12255,9,38,3770
P01_05_115,P01_05,12257,12309,9,38,3770
P01_05_116,P01_05,12389,12424,1,38,1305
P01_05_117,P01_05,12414,12435,1,1,1112
P01_05_118,P01_05,12445,12516,0,18,87
