filename,video-duration,fps,video-frames
v_D_XMD02v690.mp4,194.466666666667,30,5834
v_lVMMPkvnid8.mp4,158.066666666667,30,4742
v_qJYp25ni6tg.mp4,193.1,30,5793
v_mQHY2uMOMP4.mp4,115.366666666667,30,3461
v_a2vaM_aRHv4.mp4,177.133333333333,30,5314
v_XnctHnlJB4g.mp4,16.9666666666667,30,509
v_5DhbyYavYp4.mp4,234.466666666667,30,7034
v_YUFPWt0VQ1Y.mp4,88.8,30,2664
v_yVsOoFr61x4.mp4,23.9666666666667,30,719
v_WMdeqUyHWSo.mp4,130.133333333333,30,3904
v_5iQsKA84vWo.mp4,155.566666666667,30,4667
v_G9ZEi6eRhi0.mp4,132.466666666667,30,3974
v_lpeyMIH1YqA.mp4,24.6,30,738
v_zp86ztwZEKk.mp4,88.3666666666667,30,2651
v_br8Ao_UBEZA.mp4,82.3333333333333,30,2470
v_buhaBimF4M0.mp4,209.4,30,6282
v_LcmTBkWvV74.mp4,180.4,30,5412
v_KaGGtAhiH64.mp4,212.933333333333,30,6388
v_0bosp4-pyTM.mp4,115.566666666667,30,3467
v_IgEc5mY9L44.mp4,91.4666666666667,30,2744
v_amCD-2TIKw0.mp4,124.133333333333,30,3724
v_0MtST08F2Xc.mp4,36.8,30,1104
v_WUOiJOqrHlI.mp4,175.4,30,5262
v_V90aT-d_FKo.mp4,77.7666666666667,30,2333
v_I4wkBjpwAAU.mp4,93,30,2790
v_M9uQCTr2-r0.mp4,184.533333333333,30,5536
v_Jifw8dC5yTM.mp4,150,30,4500
v_5o9iv0wC59g.mp4,45.3333333333333,30,1360
v_4S5ethZhgqs.mp4,16.9666666666667,30,509
v_Ci9WKE6wkOQ.mp4,155.1,30,4653
v_IlD4gfHmWIg.mp4,93.6333333333333,30,2809
v_Z4OyG8ZzUpg.mp4,176.166666666667,30,5285
v_F_EHrfbYsRE.mp4,226.833333333333,30,6805
v_1FMjfLRpXwM.mp4,141.966666666667,30,4259
v_yxSBQXuOwuc.mp4,143.9,30,4317
v_C0F-xroK_Eg.mp4,205.3,30,6159
v_adz3kDJLCF4.mp4,68.7333333333333,30,2062
v_ZEgmWaMa9PU.mp4,229.433333333333,30,6883
v_1BfYAuxv6Wk.mp4,63.4333333333333,30,1903
v_kcB7HQPxzDM.mp4,77,30,2310
v_Iuk7PNmG3tQ.mp4,114.966666666667,30,3449
v_3C4Nry679BA.mp4,14.3333333333333,30,430
v_JnYteBN2LDI.mp4,61,30,1830
v_VCldTcZi0aE.mp4,90.0333333333333,30,2701
v_K8G5CBJtluY.mp4,69.2333333333333,30,2077
v_srXhWAGzd-s.mp4,218.2,30,6546
v_b5GrYqt5tRQ.mp4,163.9,30,4917
v_jCVi9xt3GUY.mp4,40.4333333333333,30,1213
v_CHkT4As5jZI.mp4,66.5,30,1995
v_jgNeMnPVfkQ.mp4,70.5666666666667,30,2117
v_8qAdvUvNuts.mp4,120.066666666667,30,3602
v_MbCAiWBhAjo.mp4,135.3,30,4059
v_r2oMItb5EVM.mp4,109.1,30,3273
v_zDBpa2miW8A.mp4,50.5,30,1515
v_gF14lRI0HUM.mp4,19.0333333333333,30,571
v_7tdlcmbuLOA.mp4,204.133333333333,30,6124
v_E7NTSqMgx44.mp4,18.8,30,564
v_0J55EGFLglQ.mp4,19.7666666666667,30,593
v_NiaE7amNW7s.mp4,189.833333333333,30,5695
v_KvscV2XxyTE.mp4,103.066666666667,30,3092
v_zlXvqnBqVvI.mp4,22.4666666666667,30,674
v_R0sADQPdso8.mp4,114.2,30,3426
v_3l7quTy4c2s.mp4,173.933333333333,30,5218
v_hjsu3SGAdLs.mp4,131.333333333333,30,3940
v_dAa10hlgxCY.mp4,228.333333333333,30,6850
v_UxlDSfC7S-0.mp4,156.266666666667,30,4688
v_pOyP_kDaskY.mp4,196.866666666667,30,5906
v_mvQxhjjVWOk.mp4,176.433333333333,30,5293
v_WBkqGBFsdgI.mp4,120.733333333333,30,3622
v_fN2DiOswmOA.mp4,185.366666666667,30,5561
v_oOu5vC3EB5E.mp4,64.8666666666667,30,1946
v_jmmOBfS3JIg.mp4,104.966666666667,30,3149
v_UA_RDwuO47s.mp4,72.4333333333333,30,2173
v_fxlTN3mCWDA.mp4,169.833333333333,30,5095
v_FOF8YgUhRNA.mp4,68.1666666666667,30,2045
v_TxxUmibEy9Q.mp4,189.133333333333,30,5674
v_0UcBldDI0RA.mp4,156.5,30,4695
v_SID0y9y6Uk4.mp4,139.933333333333,30,4198
v_J65l9OEP3pI.mp4,120,30,3600
v_dWBnXy2nauU.mp4,30.2,30,906
v_sFKOnFMJF2Q.mp4,119.233333333333,30,3577
v_uPqh5uA1mhA.mp4,118.066666666667,30,3542
v_h5fX5z-unJc.mp4,21.8,30,654
v_8l7SuE4_lCk.mp4,13.6,30,408
v_BbQ39yhaC54.mp4,99.8,30,2994
v_5TV-V6Cxero.mp4,142.333333333333,30,4270
v_Yojuicji624.mp4,146.9,30,4407
v_lGwUq5vZGEk.mp4,236.4,30,7092
v_Yp-NJgTAOCc.mp4,156.566666666667,30,4697
v_R4ouBBtg-B4.mp4,121.166666666667,30,3635
v_G16xScfD5WM.mp4,103.733333333333,30,3112
v_U6M5hbiHn5Q.mp4,70.6666666666667,30,2120
v_SpwOzrXw9JU.mp4,169.633333333333,30,5089
v_WltsIClflnA.mp4,68.7,30,2061
v_yxZ4ouqcld4.mp4,137.233333333333,30,4117
v_VcbMGRcN9Cc.mp4,58.2666666666667,30,1748
v_hMUoeOFmquI.mp4,107.833333333333,30,3235
v_bLqd98mmu3w.mp4,94.5666666666667,30,2837
v_uO9qoK8zGQc.mp4,189.4,30,5682
v_UCOn2HkJJt8.mp4,185.1,30,5553
v_-b2lkhdJXf4.mp4,107.566666666667,30,3227
v_Ptw9hFDV4ow.mp4,103.6,30,3108
v_7XGimCWcafc.mp4,223.233333333333,30,6697
v_xYuqZ_RrCC0.mp4,102.3,30,3069
v_EY4YIa-kNgs.mp4,201.7,30,6051
v_C5KcdwGSvbw.mp4,109,30,3270
v_CtA4VynDEkI.mp4,23.9333333333333,30,718
v_YcDlkZkPb6g.mp4,208.033333333333,30,6241
v_e0Qj2F3V6fM.mp4,214.533333333333,30,6436
v_s9Q8SZbixV4.mp4,234.733333333333,30,7042
v_EcQ7DcVefdw.mp4,151.466666666667,30,4544
v_zwx1Kig4nXg.mp4,185.1,30,5553
v_1G3rv9ssDY4.mp4,105.7,30,3171
v_RztM-NVwV5o.mp4,235.366666666667,30,7061
v_KRfdZgxLZPY.mp4,143.833333333333,30,4315
v_MYRsm8m9mk4.mp4,141.166666666667,30,4235
v_LAkaYds-8X0.mp4,118.633333333333,30,3559
v_GTxmHim5JnY.mp4,15,30,450
v_E-6XZrDYRuM.mp4,207.8,30,6234
v_-XCESzrIWXA.mp4,171.1,30,5133
v_Po6tK3rYE8E.mp4,106.733333333333,30,3202
v_wvewX55VADs.mp4,216.8,30,6504
v_352jrqIWSFY.mp4,7.16666666666667,30,215
v_v_Vg4a8igc0.mp4,36.5333333333333,30,1096
v_FGAlwzRvAHg.mp4,183.4,30,5502
v_LG7p5JrgMfE.mp4,161.233333333333,30,4837
v_plZs-3GtoOo.mp4,62.3,30,1869
v_DU36SNYN-rw.mp4,110.266666666667,30,3308
v_55bimE5eU9E.mp4,113.7,30,3411
v_8d8juWOKb0c.mp4,156.966666666667,30,4709
v_Jz9ZxenBLa8.mp4,116.966666666667,30,3509
v_o2mqzjWJJNw.mp4,72.6333333333333,30,2179
v_unz00-r84NY.mp4,49.6,30,1488
v_IOoj4yWCoPg.mp4,79.0333333333333,30,2371
v_6gZuc4umTPk.mp4,233,30,6990
v_gnVupEzu59g.mp4,193.3,30,5799
v_8P0N5psQrEI.mp4,110.1,30,3303
v_qI_Bo0D6p7I.mp4,221.233333333333,30,6637
v_qsTCTQo-wI8.mp4,196.166666666667,30,5885
v_UBtVJ-w9O28.mp4,236.066666666667,30,7082
v_NsYBZUTzgDw.mp4,33,30,990
v_W0RYvQUUNe0.mp4,11.5333333333333,30,346
v_w6ofRgXA0xc.mp4,124.466666666667,30,3734
v_w8lqIgJn09Y.mp4,61.6,30,1848
v_LMxfRVcBrD8.mp4,187.033333333333,30,5611
v_EwzkySgI6CQ.mp4,130.466666666667,30,3914
v_mTtBz5d83C4.mp4,21.3,30,639
v_wz_kM0oBW5g.mp4,72.8666666666667,30,2186
v_VBY8feOQgy4.mp4,159.233333333333,30,4777
v_bDkSq9T55RI.mp4,40.3,30,1209
v_4zFiORtQrlA.mp4,106.3,30,3189
v_tuhHQ-lHIs4.mp4,95.6,30,2868
v_ql7I6qtyhBU.mp4,187.733333333333,30,5632
v_PpbBWqlsbxk.mp4,123.733333333333,30,3712
v_P2H4fTMMHNE.mp4,90.1,30,2703
v_drfE5oASHaU.mp4,201.266666666667,30,6038
v_WJ4tCIdAgVo.mp4,44.5,30,1335
v__j5JUQzOCtc.mp4,129.833333333333,30,3895
v_3Y46yorcd5Q.mp4,233.966666666667,30,7019
v_MYzG-TsW8w8.mp4,48.3666666666667,30,1451
v_-JqLjPz-07E.mp4,222.533333333333,30,6676
v_PziLzNjG2bI.mp4,21.0333333333333,30,631
v_j_ImkPKoA-U.mp4,23.1666666666667,30,695
v_xBtydVn3MVI.mp4,174.066666666667,30,5222
v_p4RUPQAV0ro.mp4,34.1666666666667,30,1025
v_HQdnIIRVqEk.mp4,143.8,30,4314
v_PyM_VG5KFa4.mp4,93.3666666666667,30,2801
v_CrCtYGvG9Uw.mp4,99.4333333333333,30,2983
v_IN8-B39kq_k.mp4,66.7,30,2001
v_OMGTFZ9csg0.mp4,31.3333333333333,30,940
v_9g1omTdpoYs.mp4,124.966666666667,30,3749
v_UomiLRs--C8.mp4,53.4333333333333,30,1603
v_cwhkG3LhZO8.mp4,209.2,30,6276
v_dojDT4CtenU.mp4,76.8666666666667,30,2306
v_b8S0HFHh_p0.mp4,187.333333333333,30,5620
v_HdNOiIdGqvE.mp4,71.4333333333333,30,2143
v_f7qFnCkFIuQ.mp4,34.4,30,1032
v_dUa0E0ASviM.mp4,92.0333333333333,30,2761
v_CLbEvGHmK8k.mp4,174.966666666667,30,5249
v_07GFy_Z7Nuc.mp4,60.0666666666667,30,1802
v_nyEcPLZQerc.mp4,86.3333333333333,30,2590
v_yfeKtTU0aOE.mp4,41.0333333333333,30,1231
v_NKNgAE07TIQ.mp4,169.2,30,5076
v_l5xW6UZWwBs.mp4,87.7666666666667,30,2633
v_XoCvj2IbVGE.mp4,221.633333333333,30,6649
v_xIU6DO35R_c.mp4,32.3666666666667,30,971
v_8oI4xGqkzSE.mp4,204.133333333333,30,6124
v_qi_6u0mMJQM.mp4,172.033333333333,30,5161
v_9eqfQyr3J7k.mp4,26.3666666666667,30,791
v_23-lat1nVJg.mp4,10.0666666666667,30,302
v_Ffi7vDa3C2I.mp4,200.033333333333,30,6001
v_dmiLuqRB09U.mp4,68.0333333333333,30,2041
v_KGIDKn3t2Qk.mp4,188.466666666667,30,5654
v_WhEdTfs7U5E.mp4,142.266666666667,30,4268
v_0-F3q8Aj9Zk.mp4,207.333333333333,30,6220
v_9rW35YTKYq8.mp4,236.833333333333,30,7105
v_NwfosNrFnwk.mp4,127.533333333333,30,3826
v_jwqotL-yNvE.mp4,168.133333333333,30,5044
v_cCYLiE1fiEo.mp4,203.333333333333,30,6100
v_ns8v94HCtlM.mp4,71.5333333333333,30,2146
v_r9AepFEEfsQ.mp4,59.5,30,1785
v_zW_8T8w7304.mp4,199.5,30,5985
v_poFH53rF9uY.mp4,131,30,3930
v_Ch_qHjUtOpE.mp4,22,30,660
v_0acEl97ZBME.mp4,102.7,30,3081
v_Uo9q4riquHM.mp4,102.766666666667,30,3083
v_-5h2E52tl4Q.mp4,114.433333333333,30,3433
v_-HaFSqzE4Nc.mp4,53.4,30,1602
v_Hxb8D4W-G0I.mp4,186.066666666667,30,5582
v_a0hFDXB1RgY.mp4,114,30,3420
v_8cKjwHtCGU0.mp4,81.6333333333333,30,2449
v_PQ-qpoPeqM0.mp4,190.966666666667,30,5729
v_0rDb-zfhH0E.mp4,201.033333333333,30,6031
v_SvM0twHYsus.mp4,49,30,1470
v_qS7TStZg_5c.mp4,11.4666666666667,30,344
v_slUvIngXl4g.mp4,85.4333333333333,30,2563
v_YptHsVTHquc.mp4,170.366666666667,30,5111
v_bV_X5E1-T50.mp4,174.933333333333,30,5248
v_3K62qZ2hGyw.mp4,128.566666666667,30,3857
v_jIKAVLlyXIQ.mp4,13.7666666666667,30,413
v_6iuD3pSgBcw.mp4,208.1,30,6243
v_l8TsSm4Yh4M.mp4,163.766666666667,30,4913
v_1dFLeGRT0NQ.mp4,151.666666666667,30,4550
v_wkJWeSw8FSE.mp4,20.9,30,627
v_mbmMY04yMUA.mp4,134.933333333333,30,4048
v_J4vq7MLMAtY.mp4,149.5,30,4485
v_JGStyHrlN2U.mp4,40.2,30,1206
v_WaWkDf6b_j4.mp4,85.1333333333333,30,2554
v_XuwqWdp-u2M.mp4,41.4,30,1242
v_WXQol1TisqE.mp4,60.5333333333333,30,1816
v_cMeKc9mp9wI.mp4,54.0666666666667,30,1622
v_7hRls13HJow.mp4,132.433333333333,30,3973
v_R52e9UAE60k.mp4,77.4666666666667,30,2324
v_0FTaJwbFdZI.mp4,203.566666666667,30,6107
v_STgbw-zqZJM.mp4,27.3,30,819
v_2gc7pCOg-NE.mp4,155.433333333333,30,4663
v_UAgb3FEjBN8.mp4,233.966666666667,30,7019
v_uOmCwWVJnLQ.mp4,103.433333333333,30,3103
v_ki2kGFwczMg.mp4,70.0666666666667,30,2102
v_MEbEcvzdytY.mp4,173.9,30,5217
v_hQ4xkr6VpnA.mp4,99.4666666666667,30,2984
v_30y8Uy0B_uk.mp4,172.5,30,5175
v_1Cdqwg7Giv4.mp4,186.233333333333,30,5587
v_7Lkcan0X5VA.mp4,146.466666666667,30,4394
v_r8RJSDKy9iA.mp4,98.8,30,2964
v_zDPsJ3ECaTI.mp4,221.366666666667,30,6641
v_YJ4ynq5Adg0.mp4,120.766666666667,30,3623
v_qm1dudWLlUg.mp4,18.2333333333333,30,547
v_F2Igw6lvqwk.mp4,49.3,30,1479
v_wxoe1M2L4Qo.mp4,216.333333333333,30,6490
v_eAOBdYKju70.mp4,170.833333333333,30,5125
v_Bhz-WgJH8R0.mp4,42.2333333333333,30,1267
v_bkRQgwbP0WM.mp4,34.5333333333333,30,1036
v_bx5ZHOUG-nI.mp4,119.733333333333,30,3592
v_e5e16U5hnzY.mp4,151.233333333333,30,4537
v_4rKTw99bM8g.mp4,9.5,30,285
v_kqVIHq94kgs.mp4,76.9,30,2307
v_KptXzRFIvTw.mp4,144.4,30,4332
v_axoyB4pypWY.mp4,138.7,30,4161
v_a50gTER-FsQ.mp4,211.366666666667,30,6341
v_fGDVlbI90pw.mp4,10.8333333333333,30,325
v_qcYRPEEitZU.mp4,37.9666666666667,30,1139
v_zpJ91CkCiyw.mp4,135.6,30,4068
v_ILgkiTHnGVI.mp4,60.1666666666667,30,1805
v_wjD2BdbSb1o.mp4,91.3666666666667,30,2741
v_KKrHX-pywBQ.mp4,193.4,30,5802
v_y-HkIwa-jWM.mp4,41.6,30,1248
v_GuzLtwhxsxA.mp4,112.233333333333,30,3367
v_72F30o9V8v0.mp4,203.2,30,6096
v_M1_4oDuh2as.mp4,59.8,30,1794
v_gtd2Ye-raxE.mp4,67.9666666666667,30,2039
v_b5E7-GxvCdk.mp4,18.9666666666667,30,569
v_xFqGY-y4OUg.mp4,186.666666666667,30,5600
v_lhnhGI-rrzM.mp4,180.666666666667,30,5420
v_HNIs8lFvKkA.mp4,220.933333333333,30,6628
v_A6DBt7UgWEg.mp4,208.5,30,6255
v_9lX18LyTuAQ.mp4,205.1,30,6153
v_ihMn28mft2s.mp4,126.033333333333,30,3781
v_QvM8SFUUvsw.mp4,28.2333333333333,30,847
v_qRFZMO_mTGU.mp4,114.7,30,3441
v_exzuzQLrv7g.mp4,196.333333333333,30,5890
v_3HBAcaU552I.mp4,123.8,30,3714
v_wOwWidUOaxc.mp4,73.2333333333333,30,2197
v_kMYZWwZXx3E.mp4,60.3,30,1809
v_rFx-j3NhSgI.mp4,69.8,30,2094
v_BC1ZIeZvFXw.mp4,117.4,30,3522
v_dfex2oZYqmU.mp4,80.4666666666667,30,2414
v_ikHGZpkhfNc.mp4,212.933333333333,30,6388
v_v1FHFQ1UZHw.mp4,164.233333333333,30,4927
v_6iA4RXGAR_k.mp4,63.9666666666667,30,1919
v_YU0DjX7wvRA.mp4,114.833333333333,30,3445
v_xfyoEDb6kVg.mp4,130.8,30,3924
v_UO9bRJmfMzI.mp4,215.566666666667,30,6467
v_clUgEizjVkM.mp4,23.0666666666667,30,692
v_cz20Wqx9d4Q.mp4,149.7,30,4491
v_95L-8JtlwRU.mp4,126.3,30,3789
v_hJn5L1nrkL4.mp4,70.6333333333333,30,2119
v_aFpWNTroghs.mp4,93.1,30,2793
v_xAI1y9izXOM.mp4,40.8666666666667,30,1226
v_hhN1647pP88.mp4,195,30,5850
v_tjuYS-6UC_M.mp4,167.4,30,5022
v_WY9zvUkK_4Y.mp4,203.533333333333,30,6106
v_CUtkQIV2eto.mp4,206.733333333333,30,6202
v_ZoKZTceDTLA.mp4,164.9,30,4947
v_Sn8IRyUFNac.mp4,37.0666666666667,30,1112
v_QJmoA3byOzo.mp4,189.4,30,5682
v_UD4RnQp5tPY.mp4,220.333333333333,30,6610
v_mOVPZhGyUrs.mp4,67.7666666666667,30,2033
v_vOpFUVofoM4.mp4,69.9,30,2097
v_-wFNUGYf298.mp4,224,30,6720
v_xeOHoiH-dmo.mp4,186.266666666667,30,5588
v_HtZ0bvriAvQ.mp4,64.3333333333333,30,1930
v_3xmgPNrmUYM.mp4,56.3333333333333,30,1690
v_eaFvnf8IF-I.mp4,66.6666666666667,30,2000
v__ekWWP0dQZM.mp4,145.8,30,4374
v_YAbfhT3fhac.mp4,74.9666666666667,30,2249
v_9nh_6Hzg_aw.mp4,192.766666666667,30,5783
v_d8MgSp3oCoA.mp4,69.8333333333333,30,2095
v_mnS-nMZne3I.mp4,9.13333333333333,30,274
v_x4qwV0Ti1Og.mp4,57.7,30,1731
v_AXDa8WmY2og.mp4,228.833333333333,30,6865
v_5LveCNjz_zg.mp4,161.466666666667,30,4844
v_F-jZv4hqYds.mp4,37.5666666666667,30,1127
v_79LyHiS908U.mp4,87.8333333333333,30,2635
v_p4YTDxTASBI.mp4,33.6333333333333,30,1009
v_2uMG44uNDJ8.mp4,6.93333333333333,30,208
v_TQepyWudKYQ.mp4,31.6333333333333,30,949
v_SMhW9V-cJsQ.mp4,27.4333333333333,30,823
v_nr34x_-K5c0.mp4,154.5,30,4635
v_8M_RipfsJI8.mp4,62.9333333333333,30,1888
v_LLLuBjEVHI8.mp4,44.8666666666667,30,1346
v_1GXQLnTalcg.mp4,109.933333333333,30,3298
v_yNmV_c3rlLA.mp4,77.2,30,2316
v_iL__89eDRzg.mp4,89.3333333333333,30,2680
v_pZzTMUJG9Rk.mp4,213.666666666667,30,6410
v_h4m7bYDVLAc.mp4,24.8333333333333,30,745
v_KEUJ7ulD-_A.mp4,230.066666666667,30,6902
v_xfThpRE6bLc.mp4,207.5,30,6225
v_Mk9n7isIyBs.mp4,136.233333333333,30,4087
v_3xEonDbWxTM.mp4,108.4,30,3252
v_loYCYGQpGRw.mp4,168.733333333333,30,5062
v_wZgSzWl5Hgg.mp4,103.733333333333,30,3112
v_FL9yhHtoc6c.mp4,220.566666666667,30,6617
v_V1NtrnPz3sA.mp4,79,30,2370
v_r5oPTDuHhoE.mp4,41.2,30,1236
v_KwY8nf4MqR4.mp4,33.8333333333333,30,1015
v_Q43BuVI2r-s.mp4,83.8666666666667,30,2516
v_S2MHi_oC3Lg.mp4,217.166666666667,30,6515
v_CYj2ltxPNDo.mp4,190.033333333333,30,5701
v_NO5J7RjTTTo.mp4,43.4,30,1302
v_modITAJlP_0.mp4,69.9,30,2097
v_H8K1E49607E.mp4,96.9666666666667,30,2909
v_FeXBmKYV8HY.mp4,160.7,30,4821
v_tRatWgaZ-a0.mp4,22.1,30,663
v_vNyXwHA_k5A.mp4,148.133333333333,30,4444
v_UeH0TCDAbSU.mp4,139.066666666667,30,4172
v_4XavNhCs-Do.mp4,134.1,30,4023
v_0vJfctL116Y.mp4,148.066666666667,30,4442
v_EsYsshh2CyA.mp4,68.8,30,2064
v_zSCZphJS2vA.mp4,96.8,30,2904
v_8yFimnZ8XhA.mp4,60.0666666666667,30,1802
v_u3nOmvgcs84.mp4,173,30,5190
v_9DIDpTlfBWs.mp4,162.933333333333,30,4888
v_CsCbJSnAhRs.mp4,86.8333333333333,30,2605
v_0gm_g4rYCic.mp4,143.533333333333,30,4306
v_0A-p1Q0rseE.mp4,102.466666666667,30,3074
v_ZdwkA72VMKE.mp4,15.9,30,477
v_1qi8ZXUH_wY.mp4,82.4666666666667,30,2474
v_YAWoigyJ9sA.mp4,8.9,30,267
v_dcclQadR-L0.mp4,46.1666666666667,30,1385
v_4q7LmVSgIPk.mp4,203.2,30,6096
v_TssNxg5XJ-o.mp4,93.4,30,2802
v_gh5di42-RJo.mp4,62.2666666666667,30,1868
v_fsSCNCY0iQY.mp4,63.4333333333333,30,1903
v_2WzsyEvhPPI.mp4,222.966666666667,30,6689
v_yRup8RDsCzk.mp4,179.4,30,5382
v_h-_dzZ3cCfc.mp4,170.533333333333,30,5116
v_8381XS5ZDNs.mp4,68.7333333333333,30,2062
v_mzxz0EQy1pY.mp4,234.866666666667,30,7046
v_v7o9uSu9AVI.mp4,202.666666666667,30,6080
v_5Qav3tLfiZA.mp4,6.56666666666667,30,197
v__nup1BwPnXc.mp4,106.666666666667,30,3200
v_64oq7grVNVs.mp4,95.2333333333333,30,2857
v_rhfoyYzp93Q.mp4,67,30,2010
v_bzZMUbtgZho.mp4,182.9,30,5487
v_YuCMWTdK_DY.mp4,30.0333333333333,30,901
v_EML3BvJxknA.mp4,116.3,30,3489
v_SIX51vtOOek.mp4,90.6666666666667,30,2720
v_yCAsVc5Tb_0.mp4,163,30,4890
v_QdmUojrWdmE.mp4,228.6,30,6858
v_sgwg1C3i-Vw.mp4,118.2,30,3546
v_AdXXy6WTVi0.mp4,114.833333333333,30,3445
v_QePg4GKh3rw.mp4,65.5666666666667,30,1967
v_AV8q7nnOtq4.mp4,83.2,30,2496
v_c6ie4KwFnAs.mp4,215.633333333333,30,6469
v_Zzcj8Eea3Mc.mp4,84.1333333333333,30,2524
v__ENXbB6aaa4.mp4,136.233333333333,30,4087
v_PDEUAMa8aOU.mp4,125.266666666667,30,3758
v_hpU50i4WBK8.mp4,230.866666666667,30,6926
v_oNN6NE8fq0U.mp4,196,30,5880
v_GBTpVjwLxe0.mp4,23.1666666666667,30,695
v_Mvw0hvMeM-w.mp4,216.066666666667,30,6482
v_Pyf_5Bffu5A.mp4,198.266666666667,30,5948
v_uqzy1FAUpPM.mp4,56.5333333333333,30,1696
v_TiiSh9R89vM.mp4,209.6,30,6288
v_88qqQjRPFUQ.mp4,30.9,30,927
v_arfBwR8qgPw.mp4,5.3,30,159
v_L6Uf3epn3zA.mp4,187.466666666667,30,5624
v_0xtS7g7vZLU.mp4,145.1,30,4353
v_nuEK3POl9jA.mp4,39.8333333333333,30,1195
v_66BGqvwHbUw.mp4,30.2,30,906
v_jaaWdcA_COY.mp4,168.966666666667,30,5069
v_5JkN8t5k0jU.mp4,41.5666666666667,30,1247
v_TlDkQ8SNG64.mp4,25.7666666666667,30,773
v_exPOJAoyG7Q.mp4,88.5,30,2655
v_iEGYd3DJ3Wo.mp4,17.4666666666667,30,524
v_faF9-lWmK3Y.mp4,71.5333333333333,30,2146
v_RNqJj9tt3F0.mp4,214.666666666667,30,6440
v_PVAHm5MjHdw.mp4,172.8,30,5184
v_FGtoyNOi6gg.mp4,105.1,30,3153
v_cRpzDPS6zeY.mp4,165.333333333333,30,4960
v_LXHc1X1pKEM.mp4,201.2,30,6036
v_VOGF4tBFEuw.mp4,29.9666666666667,30,899
v_KOFXi1RYx_g.mp4,79,30,2370
v_JI5_cMwgnxI.mp4,144.4,30,4332
v_F_DHgp5hERs.mp4,133.2,30,3996
v_uA3dbKjT9rM.mp4,166.533333333333,30,4996
v_FCzT4Knfhqs.mp4,142.6,30,4278
v_WmPkqkqAxyc.mp4,39.3,30,1179
v_tl3wQEusmj8.mp4,107.133333333333,30,3214
v_VeU_EBE-YPE.mp4,144.3,30,4329
v_kdQfR6oqJ_M.mp4,80,30,2400
v_7Ozl-ud1zTo.mp4,155.1,30,4653
v_nSR-JSqGoWQ.mp4,143.033333333333,30,4291
v_ZlHaPkhGr_g.mp4,231,30,6930
v_Cdmd9VB8tJI.mp4,59.0333333333333,30,1771
v_YmhbwAv0Xbc.mp4,125.466666666667,30,3764
v_YIYZHQUOtnA.mp4,123.033333333333,30,3691
v_q2TF-3bWZuU.mp4,134.2,30,4026
v_3cmHM1Yu92s.mp4,75.3666666666667,30,2261
v_O9crPOB_9tE.mp4,227.6,30,6828
v_ucR3VztMyeE.mp4,30.5333333333333,30,916
v_z6GHmDSskgY.mp4,189.633333333333,30,5689
v_rScqKu8Mwhk.mp4,55.2,30,1656
v_b1RAYvxWawA.mp4,181.733333333333,30,5452
v_eQnwUWfah9w.mp4,168.166666666667,30,5045
