video-name,t-start,t-end,action-label,video-duration,filename,fps,video-frames,temporal-region-label
a2vaM_aRHv4,53.911263650546026,98.69908268330731,Making a cake,177.13333333333333,v_a2vaM_aRHv4.mp4,30.0,5314,Action
XnctHnlJB4g,2.174854914196568,16.311411856474262,Clean and jerk,16.966666666666665,v_XnctHnlJB4g.mp4,30.0,509,Action
5DhbyYavYp4,27.35473306417509,42.308656848307706,Trimming branches or hedges,234.46666666666667,v_5DhbyYavYp4.mp4,30.0,7034,Action
5DhbyYavYp4,84.25258941355777,101.03016243965776,Trimming branches or hedges,234.46666666666667,v_5DhbyYavYp4.mp4,30.0,7034,Action
5DhbyYavYp4,145.52720394366216,148.44504273081,Trimming branches or hedges,234.46666666666667,v_5DhbyYavYp4.mp4,30.0,7034,Action
YUFPWt0VQ1Y,53.73328981852345,82.67725137850469,Drum corps,88.8,v_YUFPWt0VQ1Y.mp4,30.0,2664,Action
yVsOoFr61x4,6.636234789391575,20.0215015600624,Plataform diving,23.966666666666665,v_yVsOoFr61x4.mp4,30.0,719,Action
WMdeqUyHWSo,20.307498558445747,26.196673140395013,Kite flying,130.13333333333333,v_WMdeqUyHWSo.mp4,30.0,3904,Action
WMdeqUyHWSo,38.17809706708268,45.488796505460215,Kite flying,130.13333333333333,v_WMdeqUyHWSo.mp4,30.0,3904,Action
5iQsKA84vWo,23.24372562,136.58451465000002,Doing kickboxing,155.56666666666666,v_5iQsKA84vWo.mp4,30.0,4667,Action
G9ZEi6eRhi0,0.0,132.8878,Dodgeball,132.46666666666667,v_G9ZEi6eRhi0.mp4,30.0,3974,Action
lpeyMIH1YqA,8.928524789391576,18.398172293291733,Cleaning shoes,24.6,v_lpeyMIH1YqA.mp4,30.0,738,Action
zp86ztwZEKk,14.484035361414454,19.72587673030731,Playing field hockey,88.36666666666666,v_zp86ztwZEKk.mp4,30.0,2651,Action
zp86ztwZEKk,25.51949087487309,32.278707376866514,Playing field hockey,88.36666666666666,v_zp86ztwZEKk.mp4,30.0,2651,Action
zp86ztwZEKk,52.41841368892853,58.074084639576064,Playing field hockey,88.36666666666666,v_zp86ztwZEKk.mp4,30.0,2651,Action
br8Ao_UBEZA,8.84874608,73.72775803432137,Playing squash,82.33333333333333,v_br8Ao_UBEZA.mp4,30.0,2470,Action
buhaBimF4M0,45.08595631825273,200.92654446177846,Rollerblading,209.4,v_buhaBimF4M0.mp4,30.0,6282,Action
LcmTBkWvV74,53.32115410000001,177.30421216848674,Getting a piercing,180.4,v_LcmTBkWvV74.mp4,30.0,5412,Action
KaGGtAhiH64,20.613089100434767,126.33828803492277,Playing rubik cube,212.9333333333333,v_KaGGtAhiH64.mp4,30.0,6388,Action
KaGGtAhiH64,93.42383931003498,128.6655722881977,Playing rubik cube,212.9333333333333,v_KaGGtAhiH64.mp4,30.0,6388,Action
KaGGtAhiH64,131.65779489955108,162.24495937116396,Playing rubik cube,212.9333333333333,v_KaGGtAhiH64.mp4,30.0,6388,Action
KaGGtAhiH64,166.2345895196352,212.9127437641724,Playing rubik cube,212.9333333333333,v_KaGGtAhiH64.mp4,30.0,6388,Action
0bosp4-pyTM,70.17497744807751,75.76732708268331,Sharpening knives,115.56666666666666,v_0bosp4-pyTM.mp4,30.0,3467,Action
0bosp4-pyTM,78.11250625429017,82.80286459750391,Sharpening knives,115.56666666666666,v_0bosp4-pyTM.mp4,30.0,3467,Action
IgEc5mY9L44,19.306975296411856,91.67238095238096,Welding,91.46666666666668,v_IgEc5mY9L44.mp4,30.0,2744,Action
amCD-2TIKw0,0.01,124.18031746031744,Zumba,124.13333333333334,v_amCD-2TIKw0.mp4,30.0,3724,Action
0MtST08F2Xc,0.0,36.821,Raking leaves,36.8,v_0MtST08F2Xc.mp4,30.0,1104,Action
WUOiJOqrHlI,6.571718934063486,24.09630275823277,Ping-pong,175.4,v_WUOiJOqrHlI.mp4,30.0,5262,Action
WUOiJOqrHlI,39.15649156630265,48.74024824336972,Ping-pong,175.4,v_WUOiJOqrHlI.mp4,30.0,5262,Action
WUOiJOqrHlI,115.82654498283932,121.57679898907958,Ping-pong,175.4,v_WUOiJOqrHlI.mp4,30.0,5262,Action
WUOiJOqrHlI,145.67310149141966,157.72125274258968,Ping-pong,175.4,v_WUOiJOqrHlI.mp4,30.0,5262,Action
V90aT-d_FKo,0.01,77.83331065759639,Bathing dog,77.76666666666667,v_V90aT-d_FKo.mp4,30.0,2333,Action
I4wkBjpwAAU,3.6834354237707982,88.08340738638763,Tug of war,93.0,v_I4wkBjpwAAU.mp4,30.0,2790,Action
M9uQCTr2-r0,7.196606864274571,181.08625429017158,Ping-pong,184.53333333333333,v_M9uQCTr2-r0.mp4,30.0,5536,Action
Jifw8dC5yTM,14.283496096306438,139.0884693978159,Breakdancing,150.0,v_Jifw8dC5yTM.mp4,30.0,4500,Action
5o9iv0wC59g,6.515352641316537,41.92487663026521,Playing congas,45.33333333333334,v_5o9iv0wC59g.mp4,30.0,1360,Action
4S5ethZhgqs,5.038114102964118,5.780573023400936,Drinking coffee,16.966666666666665,v_4S5ethZhgqs.mp4,30.0,509,Action
4S5ethZhgqs,6.6821302839313566,7.6367203244929796,Drinking coffee,16.966666666666665,v_4S5ethZhgqs.mp4,30.0,509,Action
4S5ethZhgqs,8.564793975039002,9.38680206552262,Drinking coffee,16.966666666666665,v_4S5ethZhgqs.mp4,30.0,509,Action
4S5ethZhgqs,15.352989819032759,15.697702889235568,Drinking coffee,16.966666666666665,v_4S5ethZhgqs.mp4,30.0,509,Action
Ci9WKE6wkOQ,69.92853198127925,83.96263182527302,Kneeling,155.1,v_Ci9WKE6wkOQ.mp4,30.0,4653,Action
Ci9WKE6wkOQ,90.0118127925117,155.121,Kneeling,155.1,v_Ci9WKE6wkOQ.mp4,30.0,4653,Action
IlD4gfHmWIg,3.800311304969205,88.1379891114012,Using the balance beam,93.63333333333334,v_IlD4gfHmWIg.mp4,30.0,2809,Action
Z4OyG8ZzUpg,130.558155,147.25572749999995,Playing lacrosse,176.16666666666663,v_Z4OyG8ZzUpg.mp4,30.0,5285,Action
Z4OyG8ZzUpg,12.509897272230887,114.3448775,Playing lacrosse,176.16666666666663,v_Z4OyG8ZzUpg.mp4,30.0,5285,Action
F_EHrfbYsRE,0.01,0.02,Running a marathon,226.83333333333331,v_F_EHrfbYsRE.mp4,30.0,6805,Action
1FMjfLRpXwM,54.953264775488975,113.89507296210216,Braiding hair,141.96666666666667,v_1FMjfLRpXwM.mp4,30.0,4259,Action
yxSBQXuOwuc,13.255202259791071,130.5300423229329,Scuba diving,143.9,v_yxSBQXuOwuc.mp4,30.0,4317,Action
C0F-xroK_Eg,6.91026305,152.83489368,Preparing pasta,205.3,v_C0F-xroK_Eg.mp4,30.0,6159,Action
adz3kDJLCF4,1.7287481699999998,66.23273498829953,Brushing teeth,68.73333333333333,v_adz3kDJLCF4.mp4,30.0,2062,Action
ZEgmWaMa9PU,21.840667607656684,91.65919520590349,Bungee jumping,229.4333333333333,v_ZEgmWaMa9PU.mp4,30.0,6883,Action
1BfYAuxv6Wk,18.437794071762873,56.502917316692674,Mixing drinks,63.43333333333333,v_1BfYAuxv6Wk.mp4,30.0,1903,Action
kcB7HQPxzDM,47.34713952,54.41846734733226,Discus throw,77.0,v_kcB7HQPxzDM.mp4,30.0,2310,Action
kcB7HQPxzDM,5.2050561323789815,14.207509403407018,Discus throw,77.0,v_kcB7HQPxzDM.mp4,30.0,2310,Action
kcB7HQPxzDM,28.85150005761263,35.933429964154676,Discus throw,77.0,v_kcB7HQPxzDM.mp4,30.0,2310,Action
kcB7HQPxzDM,58.25951407630421,65.94160753424813,Discus throw,77.0,v_kcB7HQPxzDM.mp4,30.0,2310,Action
Iuk7PNmG3tQ,5.740081123244928,106.03056318252727,Playing ice hockey,114.96666666666668,v_Iuk7PNmG3tQ.mp4,30.0,3449,Action
3C4Nry679BA,1.3845655226209048,13.991991419656785,Preparing salad,14.333333333333336,v_3C4Nry679BA.mp4,30.0,430,Action
JnYteBN2LDI,6.0965741029641185,60.20366926677067,Mixing drinks,61.0,v_JnYteBN2LDI.mp4,30.0,1830,Action
VCldTcZi0aE,0.01,92.361,Drum corps,90.03333333333332,v_VCldTcZi0aE.mp4,30.0,2701,Action
K8G5CBJtluY,35.52238682124606,39.10422748479747,Doing crunches,69.23333333333333,v_K8G5CBJtluY.mp4,30.0,2077,Action
K8G5CBJtluY,50.28391198012457,59.61840583059186,Doing crunches,69.23333333333333,v_K8G5CBJtluY.mp4,30.0,2077,Action
srXhWAGzd-s,29.27501716068643,49.35904056162246,Hand car wash,218.2,v_srXhWAGzd-s.mp4,30.0,6546,Action
srXhWAGzd-s,54.46514820592824,90.54830889235569,Hand car wash,218.2,v_srXhWAGzd-s.mp4,30.0,6546,Action
srXhWAGzd-s,105.52622464898596,152.84282215288607,Hand car wash,218.2,v_srXhWAGzd-s.mp4,30.0,6546,Action
b5GrYqt5tRQ,0.20000000000000004,163.84099999999995,Capoeira,163.9,v_b5GrYqt5tRQ.mp4,30.0,4917,Action
jCVi9xt3GUY,0.3470605795631825,33.47557044695788,Washing dishes,40.43333333333333,v_jCVi9xt3GUY.mp4,30.0,1213,Action
CHkT4As5jZI,7.30402992,56.36109347113885,Mixing drinks,66.5,v_CHkT4As5jZI.mp4,30.0,1995,Action
jgNeMnPVfkQ,0.01,70.29058452472604,Playing ice hockey,70.56666666666666,v_jgNeMnPVfkQ.mp4,30.0,2117,Action
8qAdvUvNuts,45.93712007800312,113.436561825273,Rock climbing,120.06666666666666,v_8qAdvUvNuts.mp4,30.0,3602,Action
MbCAiWBhAjo,11.402234957878315,121.83499204992201,Making a lemonade,135.3,v_MbCAiWBhAjo.mp4,30.0,4059,Action
r2oMItb5EVM,0.01,109.101,Making an omelette,109.1,v_r2oMItb5EVM.mp4,30.0,3273,Action
zDBpa2miW8A,5.311743061486869,20.464875817318905,Cutting the grass,50.5,v_zDBpa2miW8A.mp4,30.0,1515,Action
gF14lRI0HUM,1.2238110468018721,19.10339195007801,Doing kickboxing,19.03333333333333,v_gF14lRI0HUM.mp4,30.0,571,Action
7tdlcmbuLOA,19.11353645982574,23.573361633785076,Wakeboarding,204.13333333333333,v_7tdlcmbuLOA.mp4,30.0,6124,Action
7tdlcmbuLOA,157.36811594383775,158.32379276131044,Wakeboarding,204.13333333333333,v_7tdlcmbuLOA.mp4,30.0,6124,Action
7tdlcmbuLOA,174.25173971918878,179.6672416848674,Wakeboarding,204.13333333333333,v_7tdlcmbuLOA.mp4,30.0,6124,Action
E7NTSqMgx44,0.01,14.971438546021846,Drum corps,18.8,v_E7NTSqMgx44.mp4,30.0,564,Action
0J55EGFLglQ,5.20587920245259,19.853061,Futsal,19.766666666666666,v_0J55EGFLglQ.mp4,30.0,593,Action
NiaE7amNW7s,3.258679692667707,92.72424943681749,Using the balance beam,189.83333333333331,v_NiaE7amNW7s.mp4,30.0,5695,Action
NiaE7amNW7s,119.97866141185646,156.71286885647427,Using the balance beam,189.83333333333331,v_NiaE7amNW7s.mp4,30.0,5695,Action
KvscV2XxyTE,7.72713712324493,101.4186747425897,Using the balance beam,103.06666666666666,v_KvscV2XxyTE.mp4,30.0,3092,Action
zlXvqnBqVvI,1.9602024897322423,3.8321074375975037,Shuffleboard,22.466666666666665,v_zlXvqnBqVvI.mp4,30.0,674,Action
R0sADQPdso8,19.611404056162247,63.826205928237144,Hula hoop,114.2,v_R0sADQPdso8.mp4,30.0,3426,Action
3l7quTy4c2s,21.752100777908677,26.918224712661978,Cheerleading,173.93333333333337,v_3l7quTy4c2s.mp4,30.0,5218,Action
3l7quTy4c2s,35.347163764101595,69.60672248930774,Cheerleading,173.93333333333337,v_3l7quTy4c2s.mp4,30.0,5218,Action
3l7quTy4c2s,87.00840237129484,95.70924260842432,Cheerleading,173.93333333333337,v_3l7quTy4c2s.mp4,30.0,5218,Action
3l7quTy4c2s,99.78776146957878,102.77867530109205,Cheerleading,173.93333333333337,v_3l7quTy4c2s.mp4,30.0,5218,Action
3l7quTy4c2s,104.41008284555382,121.81176331981277,Cheerleading,173.93333333333337,v_3l7quTy4c2s.mp4,30.0,5218,Action
3l7quTy4c2s,122.08366457722308,127.2497884680187,Cheerleading,173.93333333333337,v_3l7quTy4c2s.mp4,30.0,5218,Action
3l7quTy4c2s,129.9688010421217,154.71181546645866,Cheerleading,173.93333333333337,v_3l7quTy4c2s.mp4,30.0,5218,Action
hjsu3SGAdLs,4.304128965158606,51.03467201545204,Playing piano,131.33333333333334,v_hjsu3SGAdLs.mp4,30.0,3940,Action
hjsu3SGAdLs,60.46276403437089,119.90073390795631,Playing piano,131.33333333333334,v_hjsu3SGAdLs.mp4,30.0,3940,Action
dAa10hlgxCY,6.767705148205929,220.1285148205928,Baton twirling,228.33333333333331,v_dAa10hlgxCY.mp4,30.0,6850,Action
UxlDSfC7S-0,21.70169890795632,156.281,Mooping floor,156.26666666666668,v_UxlDSfC7S-0.mp4,30.0,4688,Action
pOyP_kDaskY,23.672665577223093,28.284223806552266,Playing harmonica,196.86666666666667,v_pOyP_kDaskY.mp4,30.0,5906,Action
pOyP_kDaskY,36.585028619344776,51.95688938377534,Playing harmonica,196.86666666666667,v_pOyP_kDaskY.mp4,30.0,5906,Action
pOyP_kDaskY,56.87588482839313,59.33538255070202,Playing harmonica,196.86666666666667,v_pOyP_kDaskY.mp4,30.0,5906,Action
pOyP_kDaskY,78.70392711388456,86.38985749609984,Playing harmonica,196.86666666666667,v_pOyP_kDaskY.mp4,30.0,5906,Action
pOyP_kDaskY,150.64423549141966,157.71529144305768,Playing harmonica,196.86666666666667,v_pOyP_kDaskY.mp4,30.0,5906,Action
mvQxhjjVWOk,15.143866053961885,173.7414438283932,Triple jump,176.43333333333337,v_mvQxhjjVWOk.mp4,30.0,5293,Action
WBkqGBFsdgI,51.22407332293293,58.59580343213728,Shuffleboard,120.73333333333332,v_WBkqGBFsdgI.mp4,30.0,3622,Action
WBkqGBFsdgI,71.82711388455539,78.07761778471139,Shuffleboard,120.73333333333332,v_WBkqGBFsdgI.mp4,30.0,3622,Action
WBkqGBFsdgI,82.23671606864275,97.73880967238688,Shuffleboard,120.73333333333332,v_WBkqGBFsdgI.mp4,30.0,3622,Action
WBkqGBFsdgI,100.19645865834632,106.62415600624024,Shuffleboard,120.73333333333332,v_WBkqGBFsdgI.mp4,30.0,3622,Action
fN2DiOswmOA,98.383067800312,109.37882243681749,Preparing salad,185.36666666666667,v_fN2DiOswmOA.mp4,30.0,5561,Action
fN2DiOswmOA,125.00436849922,151.33630723400938,Preparing salad,185.36666666666667,v_fN2DiOswmOA.mp4,30.0,5561,Action
oOu5vC3EB5E,0.01,65.13165532879819,Playing squash,64.86666666666666,v_oOu5vC3EB5E.mp4,30.0,1946,Action
jmmOBfS3JIg,103.75867394695787,104.87,Polishing shoes,104.96666666666668,v_jmmOBfS3JIg.mp4,30.0,3149,Action
UA_RDwuO47s,0.01,72.32798751950078,Mixing drinks,72.43333333333334,v_UA_RDwuO47s.mp4,30.0,2173,Action
fxlTN3mCWDA,17.460289719626168,166.13730218068537,Playing congas,169.83333333333334,v_fxlTN3mCWDA.mp4,30.0,5095,Action
FOF8YgUhRNA,33.65408216328653,62.196150327613104,Mixing drinks,68.16666666666667,v_FOF8YgUhRNA.mp4,30.0,2045,Action
TxxUmibEy9Q,68.49321093387954,123.11064206649901,Arm wrestling,189.13333333333333,v_TxxUmibEy9Q.mp4,30.0,5674,Action
0UcBldDI0RA,0.01,141.15553510140404,Welding,156.5,v_0UcBldDI0RA.mp4,30.0,4695,Action
SID0y9y6Uk4,0.01,6.991126365054603,Doing fencing,139.93333333333334,v_SID0y9y6Uk4.mp4,30.0,4198,Action
J65l9OEP3pI,0.2,114.55688802247916,Removing ice from car,120.0,v_J65l9OEP3pI.mp4,30.0,3600,Action
dWBnXy2nauU,4.129972698907956,29.665003900156,Hammer throw,30.2,v_dWBnXy2nauU.mp4,30.0,906,Action
sFKOnFMJF2Q,16.42160838314306,83.2969354859468,Longboarding,119.23333333333332,v_sFKOnFMJF2Q.mp4,30.0,3577,Action
sFKOnFMJF2Q,91.0990569812739,110.79012551709944,Longboarding,119.23333333333332,v_sFKOnFMJF2Q.mp4,30.0,3577,Action
uPqh5uA1mhA,31.332672418096728,103.58212881747272,Shot put,118.06666666666666,v_uPqh5uA1mhA.mp4,30.0,3542,Action
h5fX5z-unJc,0.01,20.94466551984489,Playing pool,21.8,v_h5fX5z-unJc.mp4,30.0,654,Action
8l7SuE4_lCk,0.0,13.63,Brushing teeth,13.6,v_8l7SuE4_lCk.mp4,30.0,408,Action
BbQ39yhaC54,74.78491727424198,88.02807958190328,Playing racquetball,99.8,v_BbQ39yhaC54.mp4,30.0,2994,Action
5TV-V6Cxero,32.75834633385336,94.27741029641186,Starting a campfire,142.33333333333334,v_5TV-V6Cxero.mp4,30.0,4270,Action
Yojuicji624,8.71345993447738,135.74653371606865,Slacklining,146.9,v_Yojuicji624.mp4,30.0,4407,Action
lGwUq5vZGEk,63.80245397815913,178.1456209048362,Braiding hair,236.4,v_lGwUq5vZGEk.mp4,30.0,7092,Action
Yp-NJgTAOCc,71.20224748673947,137.15287123088922,Breakdancing,156.56666666666666,v_Yp-NJgTAOCc.mp4,30.0,4697,Action
R4ouBBtg-B4,7.758725064648844,13.814315359008914,Slacklining,121.16666666666669,v_R4ouBBtg-B4.mp4,30.0,3635,Action
R4ouBBtg-B4,24.79007276753655,81.18275665834635,Slacklining,121.16666666666669,v_R4ouBBtg-B4.mp4,30.0,3635,Action
R4ouBBtg-B4,89.31995604368174,97.45715542901716,Slacklining,121.16666666666669,v_R4ouBBtg-B4.mp4,30.0,3635,Action
R4ouBBtg-B4,102.75579688923555,113.16384261466459,Slacklining,121.16666666666669,v_R4ouBBtg-B4.mp4,30.0,3635,Action
G16xScfD5WM,9.549210558898547,90.96027515132604,Capoeira,103.73333333333332,v_G16xScfD5WM.mp4,30.0,3112,Action
U6M5hbiHn5Q,5.274078479999999,58.534315620904856,Tumbling,70.66666666666667,v_U6M5hbiHn5Q.mp4,30.0,2120,Action
SpwOzrXw9JU,88.11824180967241,163.27013572542904,Sharpening knives,169.63333333333333,v_SpwOzrXw9JU.mp4,30.0,5089,Action
WltsIClflnA,0.01,68.84100000000001,Swinging at the playground,68.7,v_WltsIClflnA.mp4,30.0,2061,Action
yxZ4ouqcld4,49.458145085803444,81.58571138845555,Running a marathon,137.23333333333332,v_yxZ4ouqcld4.mp4,30.0,4117,Action
yxZ4ouqcld4,98.50243369734793,119.27359906396255,Running a marathon,137.23333333333332,v_yxZ4ouqcld4.mp4,30.0,4117,Action
VcbMGRcN9Cc,0.01,57.84226330753417,Table soccer,58.26666666666666,v_VcbMGRcN9Cc.mp4,30.0,1748,Action
hMUoeOFmquI,13.9638112324493,16.995258970358815,Running a marathon,107.83333333333331,v_hMUoeOFmquI.mp4,30.0,3235,Action
